,Rank,Player,Year,G,REC,YDS,YBC,AIR,YAC,YACON,BRKTKL,TGT,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS
243,48,Robert Woods (HOU),2021,9,5,62,40,40,22,8,0,8,5,0,2,3,1,0,0,0
244,49,Gabe Davis (BUF),2021,15,2,37,27,27,9,2,0,4,3,0,1,2,1,0,0,0
245,50,Emmanuel Sanders (FA),2021,14,3,45,39,39,6,2,0,5,3,0,1,2,1,0,0,0
246,51,Chosen Anderson (MIA),2021,17,3,31,21,21,9,2,0,6,4,0,0,1,0,0,0,0
247,52,Odell Beckham Jr. (BAL),2021,14,3,38,28,28,11,2,0,6,4,0,1,1,1,0,0,0
248,53,Byron Pringle (FA),2021,16,3,36,24,24,12,4,0,4,3,0,0,1,1,0,0,0
249,54,Kalif Raymond (DET),2021,16,3,36,20,20,16,2,0,4,3,0,0,1,1,0,0,0
250,55,Mecole Hardman Jr. (NYJ),2021,17,3,41,11,11,30,9,0,5,4,0,1,1,0,0,0,0
251,56,Jarvis Landry (FA),2021,12,4,48,25,25,23,7,0,7,5,0,1,2,1,0,0,0
252,57,Antonio Brown (FA),2021,7,6,78,51,51,27,4,0,9,6,0,0,3,1,0,0,0
253,58,Cole Beasley (FA),2021,16,5,43,24,24,19,4,0,7,6,0,1,2,0,0,0,0
254,59,Deonte Harty (BUF),2021,13,3,44,25,25,19,8,0,5,3,0,0,1,0,0,0,0
255,60,Donovan Peoples-Jones (CLE),2021,14,2,43,32,32,10,4,0,4,3,0,0,2,1,0,0,0
256,61,Braxton Berrios (MIA),2021,16,3,27,12,12,15,1,0,4,3,0,1,1,0,0,0,0
257,62,Bryan Edwards (NO),2021,16,2,36,24,24,12,5,0,4,2,0,1,2,1,0,0,0
258,63,Quez Watkins (PHI),2021,17,3,38,23,23,15,4,0,4,3,0,0,1,1,0,0,0
259,64,Corey Davis (NYJ),2021,9,4,55,41,41,14,7,0,7,4,1,0,2,1,0,0,0
260,65,Nick Westbrook-Ikhine (TEN),2021,15,3,32,22,22,10,3,0,4,3,0,1,1,0,0,0,0
261,66,Nelson Agholor (BAL),2021,15,2,32,24,24,8,2,0,4,3,0,0,1,1,0,0,0
262,67,Jalen Guyton (LAC),2021,16,2,28,18,18,9,4,0,3,2,0,0,1,0,0,0,0
263,68,Randall Cobb (NYJ),2021,11,3,34,22,22,13,7,0,4,3,0,1,1,1,0,0,0
264,69,Laviska Shenault Jr. (CAR),2021,16,4,39,14,14,24,12,1,6,4,1,1,2,0,0,0,0
265,70,DeVante Parker (NE),2021,10,4,52,41,41,10,5,0,7,5,0,1,2,1,0,0,0
266,71,DeAndre Carter (LV),2021,17,1,17,13,13,5,1,0,3,2,0,0,1,0,0,0,0
267,72,Freddie Swain (MIA),2021,17,1,20,8,8,12,3,0,2,2,0,0,1,0,0,0,0
268,73,Marquez Valdes-Scantling (KC),2021,11,2,39,26,26,13,3,0,5,2,0,1,1,1,0,0,0
269,74,Henry Ruggs III (FA),2021,7,3,67,51,51,16,5,0,5,4,0,0,2,1,1,1,0
270,75,Joshua Palmer (LAC),2021,15,2,24,17,17,6,2,0,3,2,0,1,1,0,0,0,0
271,76,Zay Jones (JAC),2021,15,3,36,25,25,11,3,0,5,3,0,0,1,1,0,0,0
272,77,Olamide Zaccheaus (PHI),2021,15,2,27,21,21,6,2,0,4,2,0,1,1,0,0,0,0
273,78,Jamison Crowder (NYG),2021,12,4,37,23,23,14,4,0,6,5,0,1,2,0,0,0,0
274,79,Jauan Jennings (SF),2021,13,2,22,14,14,8,3,0,3,2,0,1,1,0,0,0,0
275,80,Rashod Bateman (BAL),2021,12,4,43,29,29,14,4,0,6,4,0,0,2,1,0,0,0
276,81,Zach Pascal (ARI),2021,16,2,24,16,16,8,2,0,4,3,0,1,1,0,0,0,0
277,82,Michael Gallup (DAL),2021,9,4,49,36,36,14,5,0,7,4,0,1,2,1,0,0,0
278,83,DeSean Jackson (FA),2021,14,1,32,20,20,13,1,0,2,2,0,0,1,0,0,0,0
279,84,Tre'Quan Smith (NO),2021,10,3,38,26,26,11,4,0,5,4,0,1,2,1,0,0,0
280,85,Rondale Moore (ARI),2021,14,4,31,0,0,32,5,0,5,4,0,1,1,0,0,0,0
281,86,Kenny Golladay (FA),2021,14,3,37,29,29,9,4,0,5,3,0,1,2,0,0,0,0
282,87,Jamal Agnew (JAC),2021,12,2,19,9,9,10,3,0,3,2,0,0,1,0,0,0,0
283,88,Josh Reynolds (DET),2021,11,3,36,25,25,11,5,0,4,3,0,1,2,1,0,0,0
284,89,T.Y. Hilton (FA),2021,10,2,33,26,26,7,2,0,4,3,0,0,1,0,0,0,0
285,90,Keelan Cole Sr. (LV),2021,14,2,32,26,26,6,2,0,4,2,0,0,1,1,0,0,0
286,91,Nico Collins (HOU),2021,14,2,32,22,22,10,2,0,4,2,0,0,1,1,0,0,0
287,92,Laquon Treadwell (FA),2021,12,3,36,26,26,11,3,0,4,3,0,1,1,1,0,0,0
288,93,Julio Jones (FA),2021,10,3,43,32,32,11,5,0,5,3,0,1,2,0,0,0,0
289,94,Allen Robinson II (PIT),2021,12,3,34,26,26,8,2,0,6,3,0,0,1,0,0,0,0
290,95,Jerry Jeudy (DEN),2021,10,4,47,27,27,19,2,0,6,4,0,0,2,1,0,0,0
291,96,Mack Hollins (ATL),2021,16,1,14,12,12,2,1,0,2,1,0,1,0,0,0,0,0
292,97,Jalen Reagor (MIN),2021,17,2,18,9,9,9,3,0,3,2,0,0,1,0,0,0,0
293,98,Danny Amendola (FA),2021,8,3,31,18,18,13,2,0,5,3,0,0,1,1,0,0,0
294,99,Demarcus Robinson (FA),2021,15,2,18,13,13,4,1,0,3,2,0,0,1,0,0,0,0
295,100,Devin Duvernay (BAL),2021,16,2,17,8,8,9,2,0,3,2,0,1,1,0,0,0,0
296,101,Sammy Watkins (FA),2021,11,2,36,27,27,9,3,0,4,3,1,0,1,1,0,0,0
297,102,Kadarius Toney (KC),2021,9,4,47,21,21,25,7,0,6,5,0,1,2,1,0,0,0
298,103,Chris Conley (SF),2021,14,2,23,14,14,9,3,0,3,2,0,0,1,0,0,0,0
299,104,Darius Slayton (NYG),2021,13,2,26,21,21,5,1,0,4,3,0,0,1,0,0,0,0
300,105,James Washington (NO),2021,15,2,19,14,14,5,2,0,3,2,0,1,1,0,0,0,0
301,106,Sterling Shepard (NYG),2021,7,5,52,36,36,16,8,0,8,6,1,1,2,1,0,0,0
302,107,Calvin Ridley (JAC),2021,5,6,56,38,38,18,7,0,10,8,1,2,2,1,0,0,0
303,108,Damiere Byrd (CAR),2021,11,2,30,19,19,11,1,0,3,3,0,0,2,0,0,0,0
304,109,Antoine Wesley (FA),2021,8,2,26,18,18,8,4,0,4,3,0,1,1,1,0,0,0
305,110,Adam Humphries (FA),2021,17,2,23,14,14,9,2,0,4,3,0,0,1,0,0,0,0
306,111,Marquise Goodwin (CLE),2021,14,1,22,16,16,6,2,0,3,2,0,0,1,0,0,0,0
307,112,Lil'Jordan Humphrey (DEN),2021,8,2,31,19,19,13,3,0,2,2,0,0,1,1,0,0,0
308,113,Tyler Johnson (FA),2021,16,2,23,14,14,9,3,0,3,3,0,1,1,0,0,0,0
309,114,Chester Rogers (FA),2021,16,2,19,12,12,6,2,0,3,2,0,0,1,0,0,0,0
310,115,Chris Moore (TEN),2021,10,2,23,8,8,15,3,0,2,2,0,0,1,0,0,0,0
311,116,Cyril Grayson Jr. (FA),2021,3,3,71,47,47,23,0,0,4,3,0,0,2,1,1,1,1
312,117,Quintez Cephus (DET),2021,5,3,41,22,22,19,6,0,4,3,0,1,1,1,0,0,0
313,118,Cam Sims (LV),2021,12,1,18,14,14,4,0,0,2,1,0,0,1,0,0,0,0
314,119,Rashard Higgins (FA),2021,12,2,23,19,19,4,0,0,4,2,0,0,1,0,0,0,0
315,120,Malik Turner (IND),2021,7,2,21,11,11,11,9,0,2,2,0,1,1,0,0,0,0
316,121,Isaiah McKenzie (IND),2021,15,1,12,6,6,5,2,0,2,2,0,0,0,0,0,0,0
317,122,Ashton Dulin (IND),2021,16,1,11,8,8,3,0,0,1,1,0,0,0,0,0,0,0
318,123,Brandon Zylstra (FA),2021,12,2,21,11,11,10,3,0,2,2,0,0,1,0,0,0,0
319,124,John Ross (KC),2021,9,1,25,15,15,4,2,0,2,1,0,0,1,0,0,0,0
320,125,Jakeem Grant Sr. (CLE),2021,15,1,9,2,2,7,4,0,1,1,0,0,0,0,0,0,0
321,126,Isaiah Ford (FA),2021,9,1,18,11,11,7,3,0,2,1,0,0,1,0,0,0,0
322,127,Greg Ward (PHI),2021,10,1,10,8,8,2,0,0,1,1,0,1,0,0,0,0,0
323,128,DJ Chark Jr. (CAR),2021,3,2,51,43,43,8,4,0,7,3,0,0,2,1,0,0,0
324,129,Tavon Austin (FA),2021,12,2,18,13,13,5,3,0,3,2,0,0,1,0,0,0,0
325,130,Ray-Ray McCloud III (SF),2021,16,2,17,10,10,7,2,0,4,3,0,1,1,0,0,0,0
326,131,Ihmir Smith-Marsette (KC),2021,6,1,19,17,17,3,0,0,1,1,0,0,1,0,0,0,0
327,132,Kendall Hinton (DEN),2021,11,1,16,11,11,5,1,0,2,1,0,0,1,0,0,0,0
328,133,Anthony Schwartz (CLE),2021,13,1,10,10,10,1,0,0,2,1,0,0,0,0,0,0,0
329,134,Tajae Sharpe (FA),2021,14,2,16,12,12,5,2,0,3,2,0,0,1,0,0,0,0
330,135,Albert Wilson (FA),2021,10,3,21,7,7,14,5,0,4,3,0,0,1,0,0,0,0
331,136,Breshad Perriman (FA),2021,5,2,33,13,13,20,3,0,4,2,0,1,1,1,0,0,0
332,137,Parris Campbell (NYG),2021,6,2,27,24,24,3,0,0,3,2,0,0,1,1,0,0,0
333,138,James Proche II (BAL),2021,7,2,29,21,21,8,2,0,3,2,0,0,1,0,0,0,0
334,139,JuJu Smith-Schuster (NE),2021,5,3,26,12,12,14,6,1,6,3,0,0,1,0,0,0,0
335,140,Noah Brown (HOU),2021,10,2,18,12,12,7,3,0,3,2,0,0,1,0,0,0,0
336,141,Dee Eskridge (SEA),2021,8,1,8,4,4,4,1,0,3,2,0,0,0,0,0,0,0
337,142,Mohamed Sanu Sr. (FA),2021,8,2,22,17,17,6,2,0,3,2,0,0,1,0,0,0,0
338,143,KhaDarel Hodge (ATL),2021,12,1,13,10,10,3,1,0,2,1,0,0,1,0,0,0,0
339,144,N'Keal Harry (FA),2021,10,1,18,16,16,3,1,0,2,1,0,0,1,0,0,0,0
340,145,Kristian Wilkerson (LV),2021,1,4,42,37,37,5,3,1,8,5,1,1,1,1,0,0,0
341,146,Dyami Brown (WAS),2021,10,1,17,13,13,3,1,0,3,1,0,0,1,0,0,0,0
342,147,Terrace Marshall Jr. (CAR),2021,12,1,12,6,6,5,1,0,3,2,0,0,0,0,0,0,0
343,148,Marcus Johnson (FA),2021,7,1,23,9,9,14,4,0,3,1,0,0,1,0,0,0,0
344,149,Dante Pettis (CHI),2021,3,3,29,16,16,13,3,0,5,4,1,1,1,0,0,0,0
345,150,Trent Sherfield (BUF),2021,12,1,7,5,5,2,0,0,2,1,0,0,0,0,0,0,0
346,151,Scotty Miller (ATL),2021,6,1,6,5,5,2,1,0,2,1,0,0,0,0,0,0,0
347,152,Denzel Mims (NYJ),2021,10,1,13,8,8,5,1,0,2,1,0,0,1,0,0,0,0
348,153,Ben Skowronek (LAR),2021,12,1,11,7,7,4,1,0,2,1,0,0,1,0,0,0,0
349,154,Kenny Stills (FA),2021,7,1,10,8,8,1,1,0,3,1,0,0,0,0,0,0,0
350,155,Tom Kennedy (DET),2021,7,1,8,5,5,2,1,0,1,1,0,0,0,0,0,0,0
351,156,Equanimeous St. Brown (CHI),2021,12,1,8,3,3,5,1,0,1,1,0,0,0,0,0,0,0
352,157,Jeff Smith (NYG),2021,9,1,13,11,11,2,1,0,2,1,0,0,1,0,0,0,0
353,158,Phillip Dorsett II (LV),2021,5,1,22,17,17,5,1,0,3,1,0,0,1,0,0,0,0
354,159,Dez Fitzpatrick (PIT),2021,3,2,16,15,15,1,0,0,3,2,0,1,1,0,0,0,0
355,160,Collin Johnson (NYG),2021,8,1,13,11,11,2,1,0,3,2,0,0,1,0,0,0,0
356,161,Trinity Benson (DET),2021,7,1,15,7,7,7,2,0,3,2,0,0,0,0,0,0,0
357,162,Chris Hogan (FA),2021,5,1,8,4,4,4,0,0,2,1,0,0,0,0,0,0,0
358,163,Shi Smith (CAR),2021,5,1,21,7,7,14,1,0,2,1,0,0,1,0,0,0,0
359,164,Auden Tate (ARI),2021,4,1,10,5,5,5,2,1,1,1,0,0,1,0,0,0,0
360,165,Josh Gordon (FA),2021,9,1,4,3,3,1,0,0,2,1,0,0,0,0,0,0,0
361,166,Cameron Batson (FA),2021,4,1,4,4,4,0,0,0,1,1,0,1,0,0,0,0,0
362,167,Anthony Miller (PIT),2021,3,2,8,5,5,3,1,0,4,3,0,0,0,0,0,0,0
363,168,Dezmon Patmon (BUF),2021,4,1,5,5,5,1,0,0,1,1,0,0,0,0,0,0,0
364,169,Preston Williams (FA),2021,6,1,12,6,6,6,2,0,3,2,1,1,0,0,0,0,0
365,170,KJ Hamler (DEN),2021,3,2,25,19,19,5,0,0,3,2,0,0,1,1,0,0,0
366,171,Dede Westbrook (FA),2021,15,1,5,3,3,1,0,0,1,1,0,0,0,0,0,0,0
367,172,Ja'Marcus Bradley (PIT),2021,4,1,16,12,12,4,1,0,1,1,0,0,1,0,0,0,0
368,173,Dax Milne (WAS),2021,9,1,9,5,5,4,0,0,2,1,0,0,0,0,0,0,0
369,174,Penny Hart (ATL),2021,12,1,5,2,2,3,0,0,1,1,0,0,0,0,0,0,0
370,175,C.J. Board (FA),2021,6,1,9,6,6,2,0,0,1,1,0,0,0,0,0,0,0
371,176,Jason Moore Jr. (FA),2021,1,3,56,30,30,26,4,0,4,3,0,0,3,1,0,0,0
372,177,Amari Rodgers (HOU),2021,16,0,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0
373,178,Alex Erickson (FA),2021,17,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
374,179,Jaelon Darden (CLE),2021,9,1,5,2,2,3,0,0,1,1,0,0,0,0,0,0,0
375,180,Mike Thomas (BAL),2021,7,1,7,6,6,2,1,0,2,1,0,0,0,0,0,0,0
376,181,William Fuller V (FA),2021,2,2,13,8,8,5,2,1,4,2,0,0,1,0,0,0,0
377,182,Greg Dortch (ARI),2021,5,1,3,-3,-3,6,1,0,1,1,0,0,0,0,0,0,0
378,183,Willie Snead IV (SF),2021,7,1,5,4,4,2,1,0,1,1,0,0,0,0,0,0,0
379,184,Kevin White (FA),2021,4,0,10,7,7,2,1,0,1,1,0,0,0,0,0,0,0
380,185,Juwann Winfree (IND),2021,5,2,12,5,5,6,2,0,3,2,0,1,1,0,0,0,0
381,186,Curtis Samuel (WAS),2021,5,1,5,-3,-3,8,1,0,2,1,0,0,0,0,0,0,0
382,187,J.J. Arcega-Whiteside (ATL),2021,7,0,5,1,1,4,0,0,1,1,0,0,0,0,0,0,0
383,188,D.J. Montgomery (FA),2021,2,2,18,11,11,8,0,0,3,2,0,1,1,0,0,0,0
384,189,Pharoh Cooper (FA),2021,8,1,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0
385,190,Trenton Irwin (CIN),2021,5,0,7,1,1,6,0,0,1,0,0,0,0,0,0,0,0
386,191,Cody Hollister (TEN),2021,3,1,11,5,5,6,4,0,2,1,0,1,0,0,0,0,0
387,192,Cody White (PIT),2021,6,1,6,3,3,2,1,0,1,1,0,0,0,0,0,0,0
388,193,KJ Hill Jr. (FA),2021,6,1,5,3,3,2,0,0,1,1,0,0,0,0,0,0,0
389,194,Jake Kumerow (FA),2021,7,0,4,3,3,1,1,0,1,0,0,0,0,0,0,0,0
390,195,Christian Blake (FA),2021,10,0,3,2,2,0,0,0,1,1,0,0,0,0,0,0,0
391,196,Marcus Kemp (WAS),2021,12,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
392,197,Dazz Newsome (SF),2021,3,1,8,3,3,5,2,0,2,1,0,0,1,0,0,0,0
393,198,Tylan Wallace (BAL),2021,10,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0
394,199,David Sills V (NYG),2021,4,1,4,4,4,1,0,0,2,1,0,0,0,0,0,0,0
395,200,Keith Kirkwood (NO),2021,3,1,6,0,0,5,1,0,2,1,0,0,0,0,0,0,0
396,201,Tyron Johnson (FA),2021,7,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0
397,202,Stanley Morgan Jr. (CIN),2021,11,0,1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0
398,203,Frank Darby (ATL),2021,4,0,4,1,1,3,1,0,1,1,0,0,0,0,0,0,0
399,204,Racey McMath (TEN),2021,6,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
400,205,Travis Benjamin (FA),2021,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
401,206,Diontae Spencer (NYJ),2021,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,1,Davante Adams (LV),2020,14,8,98,56,56,43,11,0,11,8,0,2,4,1,1,0,0
403,2,Tyreek Hill (MIA),2020,15,6,85,56,56,29,8,1,9,6,0,1,3,1,1,0,0
404,3,Stefon Diggs (BUF),2020,16,8,96,67,67,29,11,0,10,9,1,1,4,1,0,0,0
405,4,Calvin Ridley (JAC),2020,15,6,92,73,73,18,5,0,10,6,0,1,4,2,1,0,0
406,5,DK Metcalf (SEA),2020,16,5,81,59,59,23,9,1,8,6,1,1,3,1,1,0,0
407,6,Justin Jefferson (MIN),2020,16,6,88,59,59,29,13,1,8,6,0,1,4,1,1,0,0
408,7,Adam Thielen (CAR),2020,15,5,62,45,45,16,5,0,7,6,0,1,2,1,0,0,0
409,8,Mike Evans (TB),2020,16,4,63,47,47,16,5,0,7,5,0,1,3,1,0,0,0
410,9,A.J. Brown (PHI),2020,14,5,77,46,46,31,15,1,8,5,0,1,3,1,1,0,0
411,10,DeAndre Hopkins (ARI),2020,16,7,88,55,55,33,11,1,10,7,0,1,4,1,1,0,0
412,11,Tyler Lockett (SEA),2020,16,6,66,45,45,20,2,0,8,7,1,1,3,1,0,0,0
413,12,Allen Robinson II (PIT),2020,16,6,78,58,58,20,7,0,9,7,0,1,3,1,0,0,0
414,13,Robert Woods (HOU),2020,16,6,59,27,27,31,5,0,8,6,0,1,2,1,0,0,0
415,14,Chase Claypool (CHI),2020,16,4,55,34,34,21,6,0,7,4,0,1,2,1,1,0,0
416,15,Marvin Jones Jr. (DET),2020,16,5,61,49,49,12,4,0,7,5,0,1,3,1,0,0,0
417,16,Brandin Cooks (DAL),2020,15,5,77,53,53,23,6,0,8,6,0,1,3,1,0,0,0
418,17,DJ Moore (CHI),2020,15,4,80,54,54,25,9,0,8,5,0,1,3,1,1,0,0
419,18,Keenan Allen (LAC),2020,14,7,71,41,41,30,10,0,11,8,0,1,3,1,0,0,0
420,19,Amari Cooper (CLE),2020,16,6,70,43,43,26,11,0,8,6,0,1,3,1,0,0,0
421,20,CeeDee Lamb (DAL),2020,16,5,58,39,39,19,4,0,7,5,1,1,2,1,0,0,0
422,21,Nelson Agholor (BAL),2020,16,3,56,42,42,14,3,0,5,3,0,1,2,1,0,0,0
423,22,JuJu Smith-Schuster (NE),2020,16,6,52,26,26,26,7,0,8,6,0,1,2,1,0,0,0
424,23,Terry McLaurin (WAS),2020,15,6,75,43,43,31,13,1,9,6,0,1,3,1,0,0,0
425,24,William Fuller V (FA),2020,11,5,80,53,53,26,6,0,7,5,0,1,3,1,1,0,0
426,25,Curtis Samuel (WAS),2020,15,5,57,36,36,21,7,0,6,5,0,1,3,1,0,0,0
427,26,Diontae Johnson (PIT),2020,15,6,62,36,36,25,10,0,10,7,1,1,2,1,0,0,0
428,27,Chosen Anderson (MIA),2020,16,6,69,37,37,31,8,0,9,6,0,1,3,1,0,0,0
429,28,Tee Higgins (CIN),2020,16,4,57,38,38,19,7,0,7,5,1,1,2,1,0,0,0
430,29,Corey Davis (NYJ),2020,14,5,70,50,50,21,6,0,7,5,0,1,3,1,0,0,0
431,30,Chris Godwin (TB),2020,12,5,70,46,46,24,12,0,7,6,0,1,3,1,1,0,0
432,31,Cole Beasley (FA),2020,15,5,64,41,41,23,6,0,7,6,0,1,3,1,0,0,0
433,32,Marquise Brown (ARI),2020,16,4,48,31,31,17,4,0,6,4,0,1,2,1,0,0,0
434,33,Brandon Aiyuk (SF),2020,12,5,62,38,38,24,7,1,8,5,0,1,3,1,0,0,0
435,34,Cooper Kupp (LAR),2020,15,6,65,31,31,34,12,1,8,7,0,1,2,1,0,0,0
436,35,Jarvis Landry (FA),2020,15,5,56,33,33,23,7,0,7,5,0,1,3,1,0,0,0
437,36,Michael Gallup (DAL),2020,16,4,53,37,37,15,5,0,7,4,0,1,3,1,0,0,0
438,37,Tyler Boyd (CIN),2020,15,5,56,33,33,23,5,0,7,5,0,1,3,0,0,0,0
439,38,Jamison Crowder (NYG),2020,12,5,58,32,32,26,12,0,7,5,0,1,2,1,0,0,0
440,39,Tim Patrick (DEN),2020,15,3,49,34,34,16,5,0,5,3,0,1,2,1,0,0,0
441,40,Russell Gage (TB),2020,16,5,49,32,32,18,6,0,7,5,0,1,2,0,0,0,0
442,41,T.Y. Hilton (FA),2020,15,4,51,38,38,13,4,0,6,4,0,1,2,1,0,0,0
443,42,Mike Williams (LAC),2020,15,3,50,40,40,11,4,0,6,3,0,1,2,1,0,0,0
444,43,Jerry Jeudy (DEN),2020,16,3,54,36,36,18,4,0,7,4,1,0,2,1,0,0,0
445,44,Marquez Valdes-Scantling (KC),2020,16,2,43,27,27,16,2,0,4,3,0,0,1,1,1,0,0
446,45,Emmanuel Sanders (FA),2020,14,4,52,40,40,12,3,0,6,5,0,1,2,1,0,0,0
447,46,DeVante Parker (NE),2020,14,5,57,44,44,13,6,0,7,5,0,1,3,1,0,0,0
448,47,Gabe Davis (BUF),2020,16,2,37,29,29,8,3,0,4,2,0,1,2,1,0,0,0
449,48,DJ Chark Jr. (CAR),2020,13,4,54,42,42,13,3,0,7,4,0,1,2,1,0,0,0
450,49,Keelan Cole Sr. (LV),2020,16,3,40,29,29,11,4,0,6,4,0,1,2,1,0,0,0
451,50,Laviska Shenault Jr. (CAR),2020,14,4,43,22,22,21,8,1,6,4,0,1,2,1,0,0,0
452,51,Christian Kirk (JAC),2020,14,3,44,32,32,13,2,0,6,4,0,1,1,1,0,0,0
453,52,Sterling Shepard (NYG),2020,12,6,55,38,38,17,4,0,8,6,0,1,3,1,0,0,0
454,53,Julio Jones (FA),2020,9,6,86,60,60,26,10,1,8,6,0,1,4,2,0,0,0
455,54,Zach Pascal (ARI),2020,16,3,39,25,25,15,4,0,4,3,0,1,2,1,0,0,0
456,55,Darnell Mooney (CHI),2020,16,4,39,24,24,16,5,1,6,4,0,1,2,0,0,0,0
457,56,Darius Slayton (NYG),2020,16,3,47,37,37,10,2,0,6,4,0,1,2,1,0,0,0
458,57,Mecole Hardman Jr. (NYJ),2020,16,3,35,17,17,18,3,0,4,3,1,0,1,0,0,0,0
459,58,Rashard Higgins (FA),2020,13,3,46,40,40,6,1,0,4,3,0,1,2,1,0,0,0
460,59,David Moore (TB),2020,16,2,26,16,16,11,2,0,3,2,0,1,1,0,0,0,0
461,60,Jakobi Meyers (LV),2020,14,4,52,37,37,15,3,0,6,5,0,0,2,1,0,0,0
462,61,Kendrick Bourne (NE),2020,15,3,44,30,30,15,6,0,5,4,0,1,2,0,0,0,0
463,62,Greg Ward (PHI),2020,16,3,26,16,16,10,3,0,5,3,0,0,1,0,0,0,0
464,63,Travis Fulgham (FA),2020,13,3,41,34,34,8,4,0,5,3,0,1,2,0,0,0,0
465,64,Hunter Renfrow (LV),2020,16,4,41,20,20,21,7,0,5,4,0,0,2,0,0,0,0
466,65,Josh Reynolds (DET),2020,16,3,39,25,25,14,5,0,5,3,0,0,2,1,0,0,0
467,66,Antonio Brown (FA),2020,8,6,60,29,29,31,9,0,8,6,0,1,3,1,0,0,0
468,67,Isaiah McKenzie (IND),2020,16,2,18,6,6,11,2,0,2,2,0,0,1,0,0,0,0
469,68,Scotty Miller (ATL),2020,16,2,31,25,25,6,2,0,3,2,0,0,1,0,0,0,0
470,69,James Washington (NO),2020,16,2,25,15,15,9,5,0,4,2,0,0,1,0,0,0,0
471,70,Tre'Quan Smith (NO),2020,14,2,32,22,22,10,4,0,4,3,0,0,1,1,0,0,0
472,71,Breshad Perriman (FA),2020,12,3,42,29,29,13,3,0,5,3,0,1,2,1,0,0,0
473,72,Jalen Guyton (LAC),2020,16,2,32,21,21,11,1,0,3,2,0,0,1,0,0,0,0
474,73,Damiere Byrd (CAR),2020,16,3,38,27,27,11,2,0,5,3,0,0,1,1,0,0,0
475,74,Allen Lazard (NYJ),2020,10,3,45,26,26,20,4,0,5,4,1,1,2,1,0,0,0
476,75,A.J. Green (FA),2020,16,3,33,27,27,6,3,0,7,3,0,1,2,0,0,0,0
477,76,Odell Beckham Jr. (BAL),2020,7,3,46,39,39,7,3,0,6,4,0,1,2,0,0,0,0
478,77,John Brown (FA),2020,9,4,51,31,31,20,4,0,6,4,0,1,2,1,0,0,0
479,78,Demarcus Robinson (FA),2020,15,3,31,20,20,12,4,0,4,3,0,0,1,0,0,0,0
480,79,Randall Cobb (NYJ),2020,10,4,44,28,28,17,2,0,5,4,0,1,2,1,0,0,0
481,80,Willie Snead IV (SF),2020,13,3,33,19,19,14,5,1,4,3,0,1,1,1,0,0,0
482,81,Danny Amendola (FA),2020,14,3,43,22,22,21,5,0,5,3,0,0,2,1,0,0,0
483,82,Braxton Berrios (MIA),2020,16,2,25,11,11,14,4,0,3,3,0,0,1,0,0,0,0
484,83,KJ Hamler (DEN),2020,13,2,29,20,20,10,2,0,4,3,1,0,1,0,0,0,0
485,84,Anthony Miller (PIT),2020,16,3,30,21,21,9,2,0,5,3,0,1,1,0,0,0,0
